,Level,Word,Reading,Meaning
3260,2,苦情,くじょう,[Noun] 1. complaint; troubles; objection; grievance
3261,2,苦心,くしん,"[Noun, Suru verb] 1. pain; trouble; anxiety; diligence; hard work"
3262,2,屑,くず,"[Noun, Noun or verb acting prenominally] 1. waste; scrap; garbage; dregs {Usually written using kana alone} 2. chad {Computer terminology} | Other forms: クズ"
3263,2,崩す,くずす,"[Godan verb with su ending, Transitive verb] 1. to destroy; to demolish; to pull down; to tear down; to level 2. to disturb; to put into disorder; to throw off balance; to make shaky 3. to relax (one's pose); to make oneself at ease 4. to break (a bill); to change; to make change {oft. 札を崩す, etc.} 5. to write in cursive style; to write in running style {oft. as 字を崩す} 6. to break into a smile; to let off a smile {as 顔を崩す, etc.} 7. to lower (a price)"
3264,2,薬指,くすりゆび,[Noun] 1. ring finger; fourth finger | Other forms: くすり指 【くすりゆび】
3265,2,崩れる,くずれる,"[Ichidan verb, intransitive verb] 1. to collapse; to crumble {See also 崩壊, See also 倒れる} 2. to get out of shape; to lose one's shape; to become disorganized; to become untidy 3. to break down; to be thrown into disarray 4. to crash (stock market); to slump; to decline 5. to break money into small change 6. to turn bad (e.g. weather); to change for the worse; to deteriorate"
3266,2,砕く,くだく,"[Godan verb with ku ending, Transitive verb] 1. to break; to smash | Other forms: 摧く 【くだく】"
3267,2,砕ける,くだける,"[Ichidan verb, intransitive verb] 1. to break (into pieces); to be broken; to be smashed 2. to collapse; to crumble; to decline; to cool (e.g. enthusiasm); to dampen (e.g. one's will to fight) 3. to become less formal; to throw off reserve; to become affable {See also くだけた} 4. to become easy to understand (e.g. a story) {See also くだけた} 5. to be worried | Other forms: 摧ける 【くだける】"
3268,2,草臥れる,くたびれる,"[Ichidan verb, intransitive verb] 1. to get tired; to be exhausted {Usually written using kana alone} 2. to wear out; to be battered from long use {Usually written using kana alone}"
3269,2,下らない,くだらない,[I-adjective] 1. good-for-nothing; stupid; trivial; worthless {Usually written using kana alone}
3270,2,下る,くだる,"[Godan verb with ru ending, intransitive verb] 1. to descend; to go down; to come down 2. to be handed down (of an order, judgment, etc.) {See also 判決が下る} 3. to pass (of time) {See also 下って} 4. to surrender; to capitulate 5. (often in neg. form) to be less than; to be inferior to 6. to have the runs; to have diarrhea {See also 腹が下る, also written as 瀉る} 7. to pass (in stool); to be discharged from the body | Other forms: 降る 【くだる】"
3271,2,唇,くちびる,[Noun] 1. lips | Other forms: 脣 【くちびる】
3272,2,口紅,くちべに,"[Noun, No-adjective] 1. lipstick"
3273,2,くっ付く,くっつく,"[Godan verb with ku ending, intransitive verb] 1. to adhere to; to stick to; to cling to {Usually written using kana alone} 2. to keep close to; to go along with {Usually written using kana alone} 3. to get involved with; to be thick with; to become intimate {Usually written using kana alone} | Other forms: 食っ付く 【くっつく】"
3274,2,くっ付ける,くっつける,"[Ichidan verb] 1. to attach; to stick together; to paste; to glue {Usually written using kana alone} 2. to place together; to put side-by-side {Usually written using kana alone} 3. to make someone get married; to get someone hitched {Usually written using kana alone, Colloquialism} | Other forms: くっ着ける 【くっつける】、食っ付ける 【くっつける】"
3275,2,諄い,くどい,[I-adjective] 1. verbose; importunate; wordy; repetitious; long-winded {Usually written using kana alone} 2. heavy (taste); rich; strong; cloying; gaudy; loud {Usually written using kana alone}
3276,2,句読点,くとうてん,"[Noun] 1. punctuation mark; punctuation marks {linguistics terminology} [Notes] くとうてん: ichi1, news2, nf44. 句読点: ichi1, news2, nf44."
3277,2,配る,くばる,"[Godan verb with ru ending, Transitive verb] 1. to distribute; to deliver; to deal (cards) | Other forms: 賦る 【くばる】"
3278,2,工夫,くふう,"[Noun, Suru verb] 1. scheme; device; scheming; devising; figuring out; coming up with; solving ingeniously 2. dedication to spiritual improvement (esp. through Zen meditation) | Other forms: 功夫 【くふう】"
3279,2,区分,くぶん,"[Noun, Suru verb, No-adjective] 1. division; section; demarcation; partition; segmentation; subdivision; (traffic) lane; compartment; classification; sorting"
3280,2,組み合わせ,くみあわせ,[Noun] 1. combination | Other forms: 組合せ 【くみあわせ】、組合わせ 【くみあわせ】、組み合せ 【くみあわせ】
3281,2,汲む,くむ,"[Godan verb with mu ending, Transitive verb] 1. to draw (water); to fetch (water); to ladle; to dip; to scoop; to pump 2. to have a drink together 3. to consider; to sympathize with; to sympathise with"
3282,2,酌む,くむ,"[Godan verb with mu ending, Transitive verb] 1. to serve sake"
3283,2,悔しい,くやしい,[I-adjective] 1. vexing; annoying; frustrating; regrettable; mortifying | Other forms: 口惜しい 【くやしい】、悔やしい 【くやしい】、口惜しい 【くちおしい】 [Notes] 悔やしい: Irregular okurigana usage.
3284,2,悔やむ,くやむ,"[Godan verb with mu ending, Transitive verb] 1. to mourn; to lament 2. to be sorry; to regret; to repent | Other forms: 悔む 【くやむ】"
3285,2,クリーニング,クリーニング,"[Noun, Suru verb] 1. cleaning; dry cleaning; laundry service"
3286,2,呉れ呉れも,くれぐれも,[Adverb] 1. repeatedly; sincerely; earnestly {Usually written using kana alone} | Other forms: 呉々も 【くれぐれも】、呉呉も 【くれぐれも】
3287,2,咥える,くわえる,"[Ichidan verb, Transitive verb] 1. to hold in one's mouth {Usually written using kana alone} | Other forms: 銜える 【くわえる】、啣える 【くわえる】"
3288,2,郡,ぐん,"[Noun] 1. district; county {Only applies to ぐん} 2. district (of 2-20 50-home neighbourhoods or townships, in the ritsuryo period) {See also 国郡里制} | Other forms: 郡 【こおり】"
3289,2,稽古,けいこ,"[Noun, Suru verb] 1. practice; practising; training; study [Place] 2. Keiko"
3290,2,敬語,けいご,[Noun] 1. honorific; term of respect; polite expression; honorific language {linguistics terminology}
3291,2,蛍光灯,けいこうとう,[Noun] 1. fluorescent lamp; fluorescent light 2. person who is slow to react; someone slow on the uptake | Other forms: 蛍光燈 【けいこうとう】、螢光灯 【けいこうとう】、螢光燈 【けいこうとう】 [Notes] 蛍光燈: Out-dated kanji. 螢光灯: Out-dated kanji. 螢光燈: Out-dated kanji.
3292,2,形式,けいしき,[Noun] 1. form (as opposed to substance); formality {See also 形式張る} 2. method; system; style 3. format; mode; appearance; form (something takes) {See also ファイル形式} 4. math expression
3293,2,継続,けいぞく,"[Noun, Suru verb, No-adjective] 1. continuation"
3294,2,毛糸,けいと,"[Noun, No-adjective] 1. knitting wool; woollen yarn"
3295,2,経度,けいど,[Noun] 1. longitude
3296,2,系統,けいとう,[Noun] 1. system 2. lineage; ancestry; family line 3. group (e.g. of colors) (colours); family (e.g. of languages); party; school (of thought) 4. close (evolutionary) relationship 5. a population sharing a common ancestor (in genetics); strain (e.g. bacterial)
3297,2,芸能,げいのう,[Noun] 1. public entertainment; performing arts 2. accomplishments; attainments
3298,2,競馬,けいば,"[Noun, No-adjective] 1. horse racing"
3299,2,警備,けいび,"[Noun, Suru verb] 1. defense; defence; guard; policing; security"
3300,2,形容詞,けいようし,[Noun] 1. adjective; i-adjective (in Japanese) {linguistics terminology}
3301,2,形容動詞,けいようどうし,[Noun] 1. na-adjective (adj-na); quasi-adjective; adjectival noun; nominal adjective {linguistics terminology}
3302,2,外科,げか,"[Noun, No-adjective] 1. surgery {See also 内科} 2. department of surgery (hospital, etc.)"
3303,2,毛皮,けがわ,"[Noun, No-adjective] 1. fur; skin; pelt 2. kanji ""fur"" radical {Only applies to けがわ} | Other forms: 毛皮 【もうひ】、毛革 【けがわ】、毛革 【もうひ】"
3304,2,激増,げきぞう,"[Noun, Suru verb] 1. sudden increase"
3305,2,下車,げしゃ,"[Noun, Suru verb] 1. alighting (from train, bus, etc.); getting off"
3306,2,下旬,げじゅん,"[Adverbial noun, Temporal noun] 1. last third of a month; 21st to the last day of a month"
3307,2,下水,げすい,[Noun] 1. drainage; ditch; gutter; sewerage 2. sewage; black water
3308,2,削る,けずる,"[Godan verb with ru ending, Transitive verb] 1. to shave (wood or leather); to sharpen; to plane; to whittle; to pare; to scrape off 2. to shave off (e.g. a budget, expenses, a salary, etc.); to curtail; to cut down 3. to cross out; to reduce; to curtail; to remove; to erase; to delete | Other forms: 梳る 【けずる】"
3309,2,桁,けた,[Noun] 1. column; beam; girder; crossbeam; spar; yard 2. digit; decade; order of magnitude
3310,2,下駄,げた,"[Noun] 1. geta; Japanese wooden clogs 2. turn (in set-type proofing); upside-down character {See also 伏せ字 ふせじ, later printed as 〓, resembling the teeth of a geta}"
3311,2,血圧,けつあつ,[Noun] 1. blood pressure
3312,2,血液,けつえき,[Noun] 1. blood
3313,2,月給,げっきゅう,[Noun] 1. monthly salary
3314,2,傑作,けっさく,"[Na-adjective, Noun] 1. masterpiece; best work 2. amusing blunder; funny mistake; boner {with sarcastic tone}"
3315,2,月末,げつまつ,"[Adverbial noun, Temporal noun] 1. end of the month | Other forms: 月末 【つきずえ】"
3316,2,気配,けはい,[Noun] 1. indication; sign; hint; presence; trend 2. quotation (esp. stock market) | Other forms: 気配 【きはい】
3317,2,下品,げひん,"[Na-adjective, Noun] 1. vulgar; indecent; coarse; crude"
3318,2,煙い,けむい,[I-adjective] 1. smoky | Other forms: 煙い 【けぶい】、烟い 【けむい】、烟い 【けぶい】
3319,2,蹴る,ける,"[Godan verb with ru ending, Transitive verb] 1. to kick {orig. ichidan verb} 2. to refuse; to reject"
3320,2,険しい,けわしい,[I-adjective] 1. precipitous; rugged; inaccessible; impregnable; steep 2. grim; severe; stern | Other forms: 嶮しい 【けわしい】
3321,2,見学,けんがく,"[Noun, Suru verb] 1. inspection; study by observation; field trip"
3322,2,謙虚,けんきょ,"[Na-adjective, Noun] 1. modesty; humility"
3323,2,原稿,げんこう,[Noun] 1. manuscript; copy
3324,2,原産,げんさん,"[Noun, No-adjective] 1. place of origin; habitat"
3325,2,原始,げんし,"[Noun, No-adjective] 1. origin; primeval"
3326,2,研修,けんしゅう,"[Noun, Suru verb] 1. training (esp. in-service); induction course"
3327,2,厳重,げんじゅう,"[Na-adjective, Noun] 1. strict; rigour; rigor; severe; firm; strong; secure"
3328,2,謙遜,けんそん,"[Noun, Suru verb, Na-adjective, No-adjective] 1. modesty; humility; being humble | Other forms: 謙そん 【けんそん】"
3329,2,県庁,けんちょう,"[Noun] 1. prefectural office [Place] 2. Kenchou [Notes] けんちょう: ichi1, news1, nf10. 県庁: ichi1, news1, nf10."
3330,2,限度,げんど,[Noun] 1. limit; bounds
3331,2,現に,げんに,[Adverb] 1. actually; really
3332,2,顕微鏡,けんびきょう,[Noun] 1. microscope
3333,2,原理,げんり,[Noun] 1. principle; theory; fundamental truth
3334,2,原料,げんりょう,[Noun] 1. raw materials
3335,2,碁,ご,[Noun] 1. go (board game of capturing territory) | Other forms: 棊 【ご】、棋 【ご】
3336,2,コース,コース,"[Noun] 1. course (route, trail, course of study, course of action, plan, option) 2. full course meal (multiple dishes served in sequence); prix fixe meal [Place] 3. Causses (France); Causse; Coase; Korth [Notes] コース: gai1, ichi1."
3337,2,コーラス,コーラス,[Noun] 1. chorus [Wikipedia definition] 2. Chorus
3338,2,恋しい,こいしい,[I-adjective] 1. yearned for; longed for; missed
3339,2,請う,こう,"Godan verb with u ending (special class), Transitive verb 1. to beg; to ask; to request; to invite | Other forms: 乞う 【こう】"
3340,2,工員,こういん,[Noun] 1. factory worker
3341,2,強引,ごういん,"[Na-adjective, Noun] 1. overbearing; coercive; pushy; forcible; high-handed"
3342,2,高級,こうきゅう,"[Na-adjective, Noun, No-adjective] 1. high class; high grade 2. high rank; seniority"
3343,2,公共,こうきょう,"[Noun, No-adjective] 1. public; community; public service; society; communal"
3344,2,工芸,こうげい,"[Noun, No-adjective] 1. industrial arts; craft"
3345,2,孝行,こうこう,"[Na-adjective, Noun] 1. filial piety"
3346,2,交差,こうさ,"[Noun, Suru verb, No-adjective] 1. crossing; intersection 2. (genetic) crossing over | Other forms: 交叉 【こうさ】"
3347,2,講師,こうし,"[Noun] 1. lecturer [Notes] こうし: ichi1, news1, nf03. 講師: ichi1, news1, nf03."
3348,2,工事,こうじ,"[Noun, Suru verb] 1. construction work; construction; work (related to construction, e.g. painting, concrete-pouring, etc.)"
3349,2,公式,こうしき,"[No-adjective, Noun] 1. formal; official [Noun] 2. formula (e.g. mathematical)"
3350,2,口実,こうじつ,[Noun] 1. excuse; pretext
3351,2,斯うして,こうして,"[Conjunction] 1. thus; in this way {Usually written using kana alone, See also どうして, See also そうして}"
3352,2,校舎,こうしゃ,[Noun] 1. school building | Other forms: 校しゃ 【こうしゃ】
3353,2,公衆,こうしゅう,"[Noun, No-adjective] 1. the public; general public"
3354,2,香水,こうすい,[Noun] 1. perfume
3355,2,公正,こうせい,"[Na-adjective, Noun] 1. justice; fairness; impartiality"
3356,2,功績,こうせき,[Noun] 1. achievements; merit; meritorious service; meritorious deed
3357,2,光線,こうせん,[Noun] 1. beam; light ray
3358,2,高層,こうそう,[No-adjective] 1. multistory; multistoried; high-rise; high; tall
3359,2,構造,こうぞう,[Noun] 1. structure; construction; makeup; framework; organization; pattern
3360,2,交代,こうたい,"[Noun, Suru verb] 1. alternation; change; relief; relay; shift; substitution (sports, etc.); taking turns | Other forms: 交替 【こうたい】"
3361,2,耕地,こうち,"[Noun] 1. arable land [Notes] こうち: news2, nf26, spec2. 耕地: news2, nf26, spec2."
3362,2,交通機関,こうつうきかん,[Noun] 1. transportation facilities
3363,2,校庭,こうてい,[Noun] 1. schoolyard; campus
3364,2,高度,こうど,"[Na-adjective, Noun] 1. altitude; height; elevation [Na-adjective, No-adjective, Noun] 2. advanced; sophisticated; high-grade; strong"
3365,2,高等,こうとう,"[Na-adjective, Noun, No-adjective] 1. high class; high grade"
3366,2,合同,ごうどう,"[Noun, Suru verb, No-adjective, Na-adjective] 1. combination; union; incorporation; amalgamation; fusion 2. congruence {Mathematics}"
3367,2,後輩,こうはい,"[Noun] 1. junior (at work, school, etc.); younger people; younger student {See also 先輩 せんぱい}"
3368,2,公表,こうひょう,"[Noun, Suru verb] 1. official announcement; proclamation"
3369,2,鉱物,こうぶつ,"[Noun] 1. mineral [Notes] こうぶつ: ichi1, news1, nf19. 鉱物: ichi1, news1, nf19."
3370,2,公務,こうむ,[Noun] 1. official business; public business
3371,2,項目,こうもく,[Noun] 1. (data) item; entry
3372,2,紅葉,こうよう,"[Noun, Suru verb] 1. autumn colours; fall colors; leaves changing color (colour) 2. leaves turning red; red leaves {Only applies to 紅葉, Only applies to こうよう} 3. leaves turning yellow; yellow leaves {Only applies to 黄葉, Only applies to こうよう} [Noun] 4. (Japanese) maple (Acer japonicum) {Only applies to もみじ, See also 以呂波紅葉} 5. venison {Colloquialism, Only applies to もみじ} | Other forms: 紅葉 【もみじ】、黄葉 【こうよう】、黄葉 【もみじ】"
3373,2,合理,ごうり,[Noun] 1. rationality
3374,2,交流,こうりゅう,"[Noun, Suru verb] 1. (cultural) exchange; interchange; interaction; (inter-) mingling; (social, etc.) networking; intercourse 2. alternating current; AC"
3375,2,合流,ごうりゅう,"[Noun, Suru verb, No-adjective] 1. confluence (of rivers); merge (of traffic); conflux; junction; joining 2. union (e.g. of forces); linking up; merging; coming together [Place] 3. Gouryuu"
3376,2,効力,こうりょく,[Noun] 1. effect; efficacy; validity; potency
3377,2,焦がす,こがす,"[Godan verb with su ending, Transitive verb] 1. to burn; to scorch; to singe; to char [Notes] こがす: news2, nf46, spec2. 焦がす: news2, nf46, spec2."
3378,2,国王,こくおう,"[Noun, No-adjective] 1. king"
3379,2,国籍,こくせき,"[Noun] 1. nationality; citizenship 2. nationality (ship, airplane, etc.); registration; flag"
3380,2,国立,こくりつ,"[Noun, No-adjective] 1. national"
3381,2,ご苦労さま,ごくろうさま,"[Expression, Na-adjective] 1. thank you very much for your ...; I appreciate your efforts | Other forms: 御苦労様 【ごくろうさま】、ご苦労様 【ごくろうさま】"
3382,2,焦げる,こげる,"[Ichidan verb, intransitive verb] 1. to burn; to be burned [Notes] こげる: ichi1, news2, nf25. 焦げる: ichi1, news2, nf25."
3383,2,凍える,こごえる,"[Ichidan verb, intransitive verb] 1. to freeze; to be chilled; to be frozen"
3384,2,心当たり,こころあたり,[Noun] 1. having some knowledge of; happening to know | Other forms: 心当り 【こころあたり】、心あたり 【こころあたり】
3385,2,心得る,こころえる,"[Ichidan verb, Transitive verb] 1. to know; to understand; to be aware of; to regard as; to take for 2. to consent; to agree"
3386,2,腰掛け,こしかけ,[Noun] 1. seat; bench | Other forms: 腰掛 【こしかけ】、腰かけ 【こしかけ】
3387,2,腰掛ける,こしかける,"[Ichidan verb, intransitive verb] 1. to sit (down) | Other forms: 腰かける 【こしかける】、腰掛る 【こしかける】 [Notes] 腰掛る: Irregular okurigana usage."
3388,2,五十音,ごじゅうおん,[Noun] 1. the Japanese syllabary
3389,2,胡椒,こしょう,"[Noun, No-adjective] 1. pepper {Usually written using kana alone} | Other forms: コショウ"
3390,2,拵える,こしらえる,"[Ichidan verb, Transitive verb] 1. to make; to manufacture {Usually written using kana alone} | Other forms: 拵える 【こさえる】"
3391,2,擦る,こする,"[Godan verb with ru ending, Transitive verb] 1. to rub; to scrub {Usually written using kana alone} | Other forms: 錯る 【こする】 [Notes] 錯る: Out-dated kanji."
3392,2,個体,こたい,"[Noun, No-adjective] 1. individual; specimen"
3393,2,ご馳走さま,ごちそうさま,1. word used after one has been treated (esp. used after a meal) {Usually written using kana alone} 2. used after hearing something lovey-dovey {Usually written using kana alone} | Other forms: 御馳走様 【ごちそうさま】
3394,2,こちらこそ,こちらこそ,[Expression] 1. it is I who should say so
3395,2,小遣い,こづかい,"[Noun] 1. pocket money; spending money; pin money; allowance {Abbreviation, See also 小遣い銭} | Other forms: 小遣い 【こずかい】、小遣 【こづかい】、小遣 【こずかい】 [Notes] こずかい: Irregular kana usage. 小遣: Irregular okurigana usage. こずかい: Irregular kana usage. 小遣: Irregular okurigana usage."
3396,2,コック,コック,[Noun] 1. cook; chef {From Dutch; Flemish “kok”} 2. tap; spigot; faucet; cock 3. cock (male fowl) 4. cock (penis)
3397,2,こっそり,こっそり,"[Adverb, Adverb taking the 'to' particle] 1. stealthily; secretly {Onomatopoeic or mimetic word, See also こそこそ}"
3398,2,古典,こてん,"[Noun, No-adjective] 1. old book; classics; classic [Wikipedia definition] 2. Classical"
3399,2,琴,こと,"[Noun] 1. koto (13-stringed Japanese zither) 2. stringed instrument {Archaism, Only applies to こと} 3. zheng (Chinese zither); guzheng {Only applies to 箏, Only applies to 筝} | Other forms: 箏 【こと】、筝 【こと】、箏 【そう】、筝 【そう】"
3400,2,言付ける,ことづける,"[Ichidan verb, Transitive verb] 1. to send word; to send a message 2. to make an excuse; to make a pretext of | Other forms: 言づける 【ことづける】、託ける 【ことづける】"
3401,2,言葉遣い,ことばづかい,"[Noun, Suru verb] 1. speech; expression; wording; language | Other forms: 言葉使い 【ことばづかい】、言葉づかい 【ことばづかい】"
3402,2,此間,こないだ,"[Adverbial noun, Temporal noun] 1. the other day; lately; recently {Usually written using kana alone, See also この間}"
3403,2,ご無沙汰,ごぶさた,"[Noun, Suru verb] 1. not writing or contacting for a while; neglecting (failing) to write (call, visit, etc.); long silence {See also 無沙汰} | Other forms: 御無沙汰 【ごぶさた】、ご不沙汰 【ごぶさた】、御不沙汰 【ごぶさた】"
3404,2,零す,こぼす,"[Godan verb with su ending, Transitive verb] 1. to spill; to drop; to shed (tears) {Usually written using kana alone} 2. to grumble; to complain {Usually written using kana alone} 3. to let one's feelings show {Usually written using kana alone} | Other forms: 溢す 【こぼす】、翻す 【こぼす】"
3405,2,零れる,こぼれる,"[Ichidan verb, intransitive verb] 1. to spill; to fall out of; to overflow {Usually written using kana alone} 2. to peek through; to become visible (although normally not) 3. to escape (of a smile, tear, etc.) | Other forms: 溢れる 【こぼれる】"
3406,2,護謨,ゴム,"[Noun] 1. gum; rubber {Usually written using kana alone, From Dutch; Flemish “gom”} 2. eraser {Abbreviation, See also 消しゴム} 3. condom {Colloquialism} | Other forms: 護謨 【ごむ】 [Notes] 護謨: Ateji (phonetic) reading. 護謨: Ateji (phonetic) reading."
3407,2,御免,ごめん,[Noun] 1. your pardon; declining (something); dismissal; permission {Usually written using kana alone} [Place] 2. Gomen | Other forms: ご免 【ごめん】
3408,2,ご免ください,ごめんください,"[Expression] 1. may I come in? {Usually written using kana alone} 2. please forgive me; I'm sorry {Polite (teineigo), Usually written using kana alone} | Other forms: 御免下さい 【ごめんください】、ご免下さい 【ごめんください】、御免ください 【ごめんください】"
3409,2,小指,こゆび,[Noun] 1. little finger; pinky 2. little toe | Other forms: 子指 【こゆび】
3410,2,娯楽,ごらく,"[Noun, Suru verb, No-adjective] 1. pleasure; amusement"
3411,2,御覧,ごらん,"1. (please) try to {Abbreviation, Usually written using kana alone, See also ご覧なさい, after the -te form of a verb} 2. (please) look {Abbreviation, Usually written using kana alone, See also ご覧なさい} [Noun] 3. seeing; looking; watching {Honorific or respectful (sonkeigo)} | Other forms: ご覧 【ごらん】"
3412,2,コレクション,コレクション,[Noun] 1. collection 2. correction
3413,2,転がす,ころがす,"[Godan verb with su ending, Transitive verb] 1. to roll 2. to turn over; to tip over; to throw down 3. to leave 4. to buy and sell (quickly for a profit)"
3414,2,転がる,ころがる,"[Godan verb with ru ending, intransitive verb] 1. to roll; to tumble 2. to fall over; to roll over 3. to lie down 4. to be scattered about; to be common 5. (of a situation or outcome) to change; to turn out"
3415,2,紺,こん,"[Noun, No-adjective] 1. navy blue; deep blue"
3416,2,コンクール,コンクール,[Noun] 1. competition; contest {From French “concours”}
3417,2,混凝土,こんくりいと,[Noun] 1. concrete {Usually written using kana alone} | Other forms: コンクリート
3418,2,混合,こんごう,"[Noun, Suru verb] 1. mixing; mixture; meld 2. miscegenation"
3419,2,コンセント,コンセント,"[Noun] 1. electrical outlet; wall socket; power plug {Wasei, word made in Japan, From English “concentric plug”. Wasei (word made in Japan)}"
3420,2,今晩は,こんばんは,[Expression] 1. good evening {Usually written using kana alone}
3421,2,サークル,サークル,[Noun] 1. group with a common interest (e.g. students); club (e.g. company sports club); circle 2. circle (shape) [Place] 3. Circle
3422,2,在学,ざいがく,"[Noun, Suru verb] 1. (enrolled) in school"
3423,2,再三,さいさん,"[Adverb, No-adjective] 1. again and again; repeatedly"
3424,2,祭日,さいじつ,"[Noun, No-adjective] 1. national holiday; festival day"
3425,2,催促,さいそく,"[Noun, Suru verb] 1. pressing; demanding; urging; demand; request; claim"
3426,2,採点,さいてん,"[Noun, Suru verb] 1. marking; grading; scoring {See also 添削}"
3427,2,災難,さいなん,[Noun] 1. calamity; misfortune; disaster
3428,2,裁縫,さいほう,"[Noun, Suru verb] 1. sewing"
3429,2,材木,ざいもく,[Noun] 1. lumber; timber
3430,2,サイレン,サイレン,"[Noun, No-adjective] 1. siren [Notes] サイレン: gai1, ichi1."
3431,2,逆さま,さかさま,"[Na-adjective, No-adjective, Noun] 1. inverted; upside down | Other forms: 逆様 【さかさま】、倒さま 【さかさま】、倒様 【さかさま】"
3432,2,遡る,さかのぼる,"[Godan verb with ru ending, intransitive verb] 1. to go upstream {Usually written using kana alone} 2. to go back (in time, to origin); to date back to; to trace back to; to make retroactive {Usually written using kana alone} | Other forms: 溯る 【さかのぼる】、逆上る 【さかのぼる】、泝る 【さかのぼる】 [Notes] 逆上る: Out-dated kanji."
3433,2,酒場,さかば,[Noun] 1. bar; pub; tavern
3434,2,先ほど,さきほど,"[Adverbial noun, Temporal noun] 1. some time ago; not long ago; just now | Other forms: 先程 【さきほど】"
3435,2,裂く,さく,"[Godan verb with ku ending, Transitive verb] 1. to tear; to rip up {Only applies to 裂く} 2. to cut up; to cleave; to cut open (esp. the abdomen) 3. to forcibly separate (e.g. two lovers) {Only applies to 裂く} 4. to spare (time, money, etc.); to use part of something {Only applies to 割く} 5. to have a tattoo in the corner of one's eye {Archaism, See also 黥く} | Other forms: 割く 【さく】"
3436,2,索引,さくいん,"[Noun, No-adjective] 1. index; indices; indexes"
3437,2,作者,さくしゃ,[Noun] 1. author; authoress; writer; composer; artist
3438,2,削除,さくじょ,"[Noun, Suru verb, No-adjective] 1. elimination; cancellation; deletion; erasure; DEL (key)"
3439,2,作成,さくせい,"[Noun, Suru verb] 1. drawing up (e.g. legal document, contract, will, etc.); preparing; writing; framing; making; producing; creating; creation {See also 制作}"
3440,2,作製,さくせい,"[Noun, Suru verb] 1. manufacture [Notes] さくせい: ichi1, news2, nf28. 作製: ichi1, news2, nf28."
3441,2,探る,さぐる,"[Godan verb with ru ending, Transitive verb] 1. to feel around for; to fumble for; to grope for; to search for; to look for 2. to investigate; to probe into; to spy on; to sound out 3. to explore (parts unknown); to enjoy (natural beauty)"
3442,2,囁く,ささやく,"[Godan verb with ku ending, intransitive verb] 1. to whisper; to murmur {Usually written using kana alone} 2. to rumor; to rumour {Usually written using kana alone, usu. in the passive voice} | Other forms: 私語く 【ささやく】"
3443,2,刺さる,ささる,"[Godan verb with ru ending, intransitive verb] 1. to stick into (something with a sharp point); to prick; to pierce; to get stuck (in); to lodge (in)"
3444,2,匙,さじ,[Noun] 1. spoon {Usually written using kana alone} | Other forms: 匙 【しゃじ】、匙 【かい】、匕 【さじ】、匕 【しゃじ】、匕 【かい】 [Notes] かい: Out-dated or obsolete kana usage. かい: Out-dated or obsolete kana usage.
3445,2,座敷,ざしき,[Noun] 1. tatami room; tatami mat room; formal Japanese room 2. dinner party in a tatami room (esp. when a geisha or maiko attends) | Other forms: 坐敷 【ざしき】 [Notes] 坐敷: Irregular kanji usage.
3446,2,差し引き,さしひき,"[Noun, Suru verb] 1. deduction; subtraction; balance 2. ebb and flow; rise and fall | Other forms: 差引き 【さしひき】"
3447,2,刺身,さしみ,"[Noun] 1. sashimi (raw sliced fish, shellfish or crustaceans) | Other forms: 刺し身 【さしみ】"
3448,2,刺す,さす,"[Godan verb with su ending, Transitive verb] 1. to pierce; to stab; to prick; to stick; to thrust 2. to sting; to bite {See also 螫す} 3. to sew; to stitch; to embroider 4. to pole (a boat) {See also 差す} 5. to catch (with a limed pole) 6. to put (a runner) out; to pick off {Baseball term}"
3449,2,挿す,さす,"[Godan verb with su ending, Transitive verb] 1. to insert; to put in {See also 差す} 2. to plant (a cutting); to strike {See also 挿し木} 3. to arrange (flowers) {See also 挿し花} 4. to wear (a sword) in one's belt {See also 差す} 5. to shut; to close; to lock; to fasten {See also 鎖す さす}"
3450,2,注す,さす,"[Godan verb with su ending, Transitive verb] 1. to pour; to add (liquid); to serve (drinks) {See also 差す さす, esp. 注す} 2. to put on (lipstick, etc.); to apply; to colour; to dye {See also 差す さす, esp. 点す} 3. to light (a fire); to burn {See also 差す さす, esp. 点す} | Other forms: 点す 【さす】"
3451,2,流石,さすが,"[Na-adjective, Adverb, No-adjective] 1. as one would expect {Usually written using kana alone} 2. still; all the same {Usually written using kana alone} 3. even... (e.g. ""even a genius..."") {Usually written using kana alone, as さすがの〜も} | Other forms: 遉 【さすが】、有繋 【さすが】 [Notes] 流石: Ateji (phonetic) reading."
3452,2,撮影,さつえい,"[Noun, Suru verb] 1. photography (still or motion); photographing; filming; shooting; (video) recording"
3453,2,雑音,ざつおん,[Noun] 1. noise (usu. unpleasant) 2. interference (e.g. radio); static; noise 3. gossip; irresponsible criticism
3454,2,早速,さっそく,[Adverb] 1. at once; immediately; without delay; promptly
3455,2,錆,さび,"[Noun] 1. rust | Other forms: 錆び 【さび】 [Notes] さび: ichi1, news2, nf46. 錆: ichi1, news2, nf46. さび: ichi1, news2, nf46."
3456,2,錆びる,さびる,"[Ichidan verb, intransitive verb] 1. to rust; to become rusty [Notes] さびる: ichi1. 錆びる: ichi1."
